binned_coordinates,updated_type,updated_subtype,hour,alert_count,binned_longitude,binned_latitude
"(-87.63, 41.79)",Hazard,On Shoulder,20:00,236,-87.63,41.79
"(-87.65, 41.88)",Hazard,On Shoulder,20:00,234,-87.65,41.88
"(-87.63, 41.84)",Hazard,On Shoulder,20:00,221,-87.63,41.84
"(-87.75, 41.97)",Hazard,On Shoulder,20:00,207,-87.75,41.97
"(-87.63, 41.81)",Hazard,On Shoulder,20:00,201,-87.63,41.81
"(-87.63, 41.78)",Hazard,On Shoulder,20:00,195,-87.63,41.78
"(-87.63, 41.85)",Hazard,On Shoulder,20:00,193,-87.63,41.85
"(-87.63, 41.83)",Hazard,On Shoulder,20:00,192,-87.63,41.83
"(-87.65, 41.89)",Hazard,On Shoulder,20:00,187,-87.65,41.89
"(-87.75, 41.97)",Hazard,On Shoulder,21:00,256,-87.75,41.97
"(-87.63, 41.82)",Hazard,On Shoulder,21:00,239,-87.63,41.82
"(-87.63, 41.79)",Hazard,On Shoulder,21:00,233,-87.63,41.79
"(-87.63, 41.84)",Hazard,On Shoulder,21:00,233,-87.63,41.84
"(-87.65, 41.88)",Hazard,On Shoulder,21:00,224,-87.65,41.88
"(-87.65, 41.89)",Hazard,On Shoulder,21:00,219,-87.65,41.89
"(-87.64, 41.87)",Hazard,On Shoulder,21:00,209,-87.64,41.87
"(-87.63, 41.8)",Hazard,On Shoulder,21:00,199,-87.63,41.8
"(-87.63, 41.81)",Hazard,On Shoulder,21:00,190,-87.63,41.81
"(-87.63, 41.78)",Hazard,On Shoulder,21:00,189,-87.63,41.78
"(-87.63, 41.79)",Hazard,On Shoulder,22:00,251,-87.63,41.79
"(-87.63, 41.82)",Hazard,On Shoulder,22:00,235,-87.63,41.82
"(-87.65, 41.88)",Hazard,On Shoulder,22:00,220,-87.65,41.88
"(-87.63, 41.84)",Hazard,On Shoulder,22:00,219,-87.63,41.84
"(-87.64, 41.87)",Hazard,On Shoulder,22:00,215,-87.64,41.87
"(-87.63, 41.8)",Hazard,On Shoulder,22:00,205,-87.63,41.8
"(-87.63, 41.78)",Hazard,On Shoulder,22:00,202,-87.63,41.78
"(-87.75, 41.97)",Hazard,On Shoulder,22:00,189,-87.75,41.97
"(-87.65, 41.89)",Hazard,On Shoulder,22:00,187,-87.65,41.89
"(-87.63, 41.81)",Hazard,On Shoulder,22:00,179,-87.63,41.81
"(-87.65, 41.88)",Hazard,On Shoulder,23:00,203,-87.65,41.88
"(-87.63, 41.8)",Hazard,On Shoulder,23:00,195,-87.63,41.8
"(-87.65, 41.89)",Hazard,On Shoulder,23:00,192,-87.65,41.89
"(-87.66, 41.9)",Hazard,On Shoulder,23:00,187,-87.66,41.9
"(-87.63, 41.79)",Hazard,On Shoulder,23:00,172,-87.63,41.79
"(-87.75, 41.97)",Hazard,On Shoulder,23:00,170,-87.75,41.97
"(-87.63, 41.82)",Hazard,On Shoulder,23:00,167,-87.63,41.82
"(-87.75, 41.98)",Hazard,On Shoulder,23:00,166,-87.75,41.98
"(-87.63, 41.83)",Hazard,On Shoulder,23:00,166,-87.63,41.83
"(-87.63, 41.84)",Hazard,On Shoulder,23:00,161,-87.63,41.84
"(-87.82, 41.99)",Hazard,Unclassified,00:00,10,-87.82,41.99
"(-87.82, 41.98)",Hazard,Unclassified,00:00,8,-87.82,41.98
"(-87.83, 41.97)",Hazard,Unclassified,00:00,6,-87.83,41.97
"(-87.83, 41.98)",Hazard,Unclassified,00:00,6,-87.83,41.98
"(-87.81, 41.97)",Hazard,Unclassified,00:00,6,-87.81,41.97
"(-87.82, 41.97)",Hazard,Unclassified,00:00,5,-87.82,41.97
"(-87.81, 41.98)",Hazard,Unclassified,00:00,4,-87.81,41.98
"(-87.81, 41.99)",Hazard,Unclassified,00:00,4,-87.81,41.99
"(-87.73, 41.95)",Hazard,Unclassified,00:00,4,-87.73,41.95
"(-87.63, 41.88)",Hazard,Unclassified,00:00,3,-87.63,41.88
"(-87.82, 41.99)",Hazard,Unclassified,01:00,23,-87.82,41.99
"(-87.81, 41.97)",Hazard,Unclassified,01:00,12,-87.81,41.97
"(-87.81, 41.99)",Hazard,Unclassified,01:00,11,-87.81,41.99
"(-87.82, 41.98)",Hazard,Unclassified,01:00,8,-87.82,41.98
"(-87.84, 41.98)",Hazard,Unclassified,01:00,7,-87.84,41.98
"(-87.81, 41.98)",Hazard,Unclassified,01:00,7,-87.81,41.98
"(-87.74, 41.96)",Hazard,Unclassified,01:00,4,-87.74,41.96
"(-87.63, 41.81)",Hazard,Unclassified,01:00,4,-87.63,41.81
"(-87.63, 41.82)",Hazard,Unclassified,01:00,4,-87.63,41.82
"(-87.64, 41.85)",Hazard,Unclassified,01:00,3,-87.64,41.85
"(-87.82, 41.99)",Hazard,Unclassified,02:00,17,-87.82,41.99
"(-87.7, 41.86)",Hazard,Unclassified,02:00,12,-87.7,41.86
"(-87.81, 41.98)",Hazard,Unclassified,02:00,11,-87.81,41.98
"(-87.65, 41.89)",Hazard,Unclassified,02:00,9,-87.65,41.89
"(-87.63, 41.81)",Hazard,Unclassified,02:00,8,-87.63,41.81
"(-87.63, 41.85)",Hazard,Unclassified,02:00,8,-87.63,41.85
"(-87.82, 41.98)",Hazard,Unclassified,02:00,7,-87.82,41.98
"(-87.81, 41.97)",Hazard,Unclassified,02:00,6,-87.81,41.97
"(-87.72, 41.85)",Hazard,Unclassified,02:00,6,-87.72,41.85
"(-87.71, 41.87)",Hazard,Unclassified,02:00,5,-87.71,41.87
"(-87.82, 41.99)",Hazard,Unclassified,03:00,14,-87.82,41.99
"(-87.82, 41.98)",Hazard,Unclassified,03:00,8,-87.82,41.98
"(-87.81, 41.98)",Hazard,Unclassified,03:00,6,-87.81,41.98
"(-87.84, 41.98)",Hazard,Unclassified,03:00,4,-87.84,41.98
"(-87.83, 41.98)",Hazard,Unclassified,03:00,4,-87.83,41.98
"(-87.81, 41.92)",Hazard,Unclassified,03:00,4,-87.81,41.92
"(-87.81, 41.99)",Hazard,Unclassified,03:00,4,-87.81,41.99
"(-87.73, 41.87)",Hazard,Unclassified,03:00,4,-87.73,41.87
"(-87.63, 41.79)",Hazard,Unclassified,03:00,4,-87.63,41.79
"(-87.63, 41.82)",Hazard,Unclassified,03:00,4,-87.63,41.82
"(-87.72, 41.87)",Hazard,Unclassified,04:00,13,-87.72,41.87
"(-87.83, 41.98)",Hazard,Unclassified,04:00,12,-87.83,41.98
"(-87.73, 41.87)",Hazard,Unclassified,04:00,12,-87.73,41.87
"(-87.82, 41.99)",Hazard,Unclassified,04:00,10,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,04:00,7,-87.81,41.99
"(-87.81, 41.98)",Hazard,Unclassified,04:00,6,-87.81,41.98
"(-87.75, 41.78)",Hazard,Unclassified,04:00,6,-87.75,41.78
"(-87.68, 41.84)",Hazard,Unclassified,04:00,6,-87.68,41.84
"(-87.82, 41.98)",Hazard,Unclassified,04:00,5,-87.82,41.98
"(-87.76, 41.78)",Hazard,Unclassified,04:00,5,-87.76,41.78
"(-87.82, 41.99)",Hazard,Unclassified,05:00,12,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,05:00,8,-87.81,41.98
"(-87.81, 41.99)",Hazard,Unclassified,05:00,8,-87.81,41.99
"(-87.63, 41.84)",Hazard,Unclassified,05:00,7,-87.63,41.84
"(-87.91, 41.98)",Hazard,Unclassified,05:00,6,-87.91,41.98
"(-87.82, 41.98)",Hazard,Unclassified,05:00,6,-87.82,41.98
"(-87.72, 41.87)",Hazard,Unclassified,05:00,6,-87.72,41.87
"(-87.63, 41.81)",Hazard,Unclassified,05:00,5,-87.63,41.81
"(-87.9, 41.98)",Hazard,Unclassified,05:00,4,-87.9,41.98
"(-87.81, 41.97)",Hazard,Unclassified,05:00,4,-87.81,41.97
"(-87.82, 41.99)",Hazard,Unclassified,06:00,9,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,06:00,7,-87.81,41.98
"(-87.74, 41.78)",Hazard,Unclassified,06:00,7,-87.74,41.78
"(-87.63, 41.85)",Hazard,Unclassified,06:00,7,-87.63,41.85
"(-87.93, 41.99)",Hazard,Unclassified,06:00,4,-87.93,41.99
"(-87.82, 41.98)",Hazard,Unclassified,06:00,4,-87.82,41.98
"(-87.73, 41.87)",Hazard,Unclassified,06:00,4,-87.73,41.87
"(-87.63, 41.79)",Hazard,Unclassified,06:00,4,-87.63,41.79
"(-87.63, 41.83)",Hazard,Unclassified,06:00,4,-87.63,41.83
"(-87.91, 41.98)",Hazard,Unclassified,06:00,3,-87.91,41.98
"(-87.9, 41.98)",Hazard,Unclassified,07:00,5,-87.9,41.98
"(-87.63, 41.75)",Hazard,Unclassified,07:00,5,-87.63,41.75
"(-87.82, 42.0)",Hazard,Unclassified,07:00,4,-87.82,42.0
"(-87.81, 41.97)",Hazard,Unclassified,07:00,4,-87.81,41.97
"(-87.64, 41.86)",Hazard,Unclassified,07:00,4,-87.64,41.86
"(-87.91, 41.98)",Hazard,Unclassified,07:00,3,-87.91,41.98
"(-87.74, 41.78)",Hazard,Unclassified,07:00,3,-87.74,41.78
"(-87.72, 41.82)",Hazard,Unclassified,07:00,3,-87.72,41.82
"(-87.63, 41.81)",Hazard,Unclassified,07:00,3,-87.63,41.81
"(-87.63, 41.84)",Hazard,Unclassified,07:00,3,-87.63,41.84
"(-87.89, 41.98)",Hazard,Unclassified,08:00,14,-87.89,41.98
"(-87.74, 41.79)",Hazard,Unclassified,08:00,6,-87.74,41.79
"(-87.63, 41.85)",Hazard,Unclassified,08:00,6,-87.63,41.85
"(-87.75, 41.87)",Hazard,Unclassified,08:00,4,-87.75,41.87
"(-87.63, 41.82)",Hazard,Unclassified,08:00,4,-87.63,41.82
"(-87.76, 41.79)",Hazard,Unclassified,08:00,3,-87.76,41.79
"(-87.71, 41.83)",Hazard,Unclassified,08:00,3,-87.71,41.83
"(-87.63, 41.8)",Hazard,Unclassified,08:00,3,-87.63,41.8
"(-87.63, 41.83)",Hazard,Unclassified,08:00,3,-87.63,41.83
"(-87.63, 41.84)",Hazard,Unclassified,08:00,3,-87.63,41.84
"(-87.63, 41.84)",Hazard,Unclassified,09:00,8,-87.63,41.84
"(-87.82, 41.99)",Hazard,Unclassified,09:00,6,-87.82,41.99
"(-87.64, 41.83)",Hazard,Unclassified,09:00,5,-87.64,41.83
"(-87.64, 41.85)",Hazard,Unclassified,09:00,5,-87.64,41.85
"(-87.64, 41.86)",Hazard,Unclassified,09:00,5,-87.64,41.86
"(-87.63, 41.83)",Hazard,Unclassified,09:00,5,-87.63,41.83
"(-87.75, 41.79)",Hazard,Unclassified,09:00,4,-87.75,41.79
"(-87.65, 41.85)",Hazard,Unclassified,09:00,4,-87.65,41.85
"(-87.76, 41.79)",Hazard,Unclassified,09:00,3,-87.76,41.79
"(-87.63, 41.85)",Hazard,Unclassified,09:00,3,-87.63,41.85
"(-87.82, 41.99)",Hazard,Unclassified,10:00,11,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,10:00,8,-87.81,41.99
"(-87.81, 41.98)",Hazard,Unclassified,10:00,7,-87.81,41.98
"(-87.81, 41.97)",Hazard,Unclassified,10:00,6,-87.81,41.97
"(-87.64, 41.85)",Hazard,Unclassified,10:00,6,-87.64,41.85
"(-87.84, 41.98)",Hazard,Unclassified,10:00,4,-87.84,41.98
"(-87.63, 41.84)",Hazard,Unclassified,10:00,4,-87.63,41.84
"(-87.88, 41.98)",Hazard,Unclassified,10:00,3,-87.88,41.98
"(-87.64, 41.83)",Hazard,Unclassified,10:00,3,-87.64,41.83
"(-87.64, 41.86)",Hazard,Unclassified,10:00,3,-87.64,41.86
"(-87.63, 41.78)",Hazard,Unclassified,11:00,5,-87.63,41.78
"(-87.82, 41.99)",Hazard,Unclassified,11:00,4,-87.82,41.99
"(-87.63, 41.84)",Hazard,Unclassified,11:00,4,-87.63,41.84
"(-87.82, 41.98)",Hazard,Unclassified,11:00,3,-87.82,41.98
"(-87.76, 41.87)",Hazard,Unclassified,11:00,3,-87.76,41.87
"(-87.63, 41.81)",Hazard,Unclassified,11:00,3,-87.63,41.81
"(-87.63, 41.82)",Hazard,Unclassified,11:00,3,-87.63,41.82
"(-87.59, 41.7)",Hazard,Unclassified,11:00,3,-87.59,41.7
"(-87.59, 41.71)",Hazard,Unclassified,11:00,3,-87.59,41.71
"(-87.82, 41.97)",Hazard,Unclassified,11:00,2,-87.82,41.97
"(-87.81, 41.99)",Hazard,Unclassified,12:00,6,-87.81,41.99
"(-87.81, 41.98)",Hazard,Unclassified,12:00,5,-87.81,41.98
"(-87.63, 41.8)",Hazard,Unclassified,12:00,5,-87.63,41.8
"(-87.82, 41.98)",Hazard,Unclassified,12:00,4,-87.82,41.98
"(-87.81, 41.97)",Hazard,Unclassified,12:00,4,-87.81,41.97
"(-87.75, 41.96)",Hazard,Unclassified,12:00,3,-87.75,41.96
"(-87.63, 41.78)",Hazard,Unclassified,12:00,3,-87.63,41.78
"(-87.63, 41.84)",Hazard,Unclassified,12:00,3,-87.63,41.84
"(-87.62, 41.74)",Hazard,Unclassified,12:00,3,-87.62,41.74
"(-87.91, 41.99)",Hazard,Unclassified,12:00,2,-87.91,41.99
"(-87.82, 41.99)",Hazard,Unclassified,13:00,14,-87.82,41.99
"(-87.81, 41.97)",Hazard,Unclassified,13:00,9,-87.81,41.97
"(-87.63, 41.81)",Hazard,Unclassified,13:00,7,-87.63,41.81
"(-87.81, 41.98)",Hazard,Unclassified,13:00,6,-87.81,41.98
"(-87.64, 41.85)",Hazard,Unclassified,13:00,6,-87.64,41.85
"(-87.63, 41.82)",Hazard,Unclassified,13:00,6,-87.63,41.82
"(-87.63, 41.78)",Hazard,Unclassified,13:00,4,-87.63,41.78
"(-87.63, 41.79)",Hazard,Unclassified,13:00,4,-87.63,41.79
"(-87.63, 41.8)",Hazard,Unclassified,13:00,4,-87.63,41.8
"(-87.63, 41.85)",Hazard,Unclassified,13:00,4,-87.63,41.85
"(-87.82, 41.99)",Hazard,Unclassified,14:00,10,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,14:00,7,-87.81,41.98
"(-87.82, 41.98)",Hazard,Unclassified,14:00,5,-87.82,41.98
"(-87.93, 41.98)",Hazard,Unclassified,14:00,4,-87.93,41.98
"(-87.81, 41.99)",Hazard,Unclassified,14:00,4,-87.81,41.99
"(-87.88, 41.98)",Hazard,Unclassified,14:00,3,-87.88,41.98
"(-87.88, 41.99)",Hazard,Unclassified,14:00,3,-87.88,41.99
"(-87.85, 41.98)",Hazard,Unclassified,14:00,3,-87.85,41.98
"(-87.63, 41.81)",Hazard,Unclassified,14:00,3,-87.63,41.81
"(-87.85, 41.97)",Hazard,Unclassified,14:00,2,-87.85,41.97
"(-87.82, 41.99)",Hazard,Unclassified,15:00,21,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,15:00,8,-87.81,41.99
"(-87.93, 41.98)",Hazard,Unclassified,15:00,7,-87.93,41.98
"(-87.82, 41.98)",Hazard,Unclassified,15:00,6,-87.82,41.98
"(-87.81, 41.97)",Hazard,Unclassified,15:00,6,-87.81,41.97
"(-87.81, 41.98)",Hazard,Unclassified,15:00,6,-87.81,41.98
"(-87.65, 41.91)",Hazard,Unclassified,15:00,4,-87.65,41.91
"(-87.81, 41.95)",Hazard,Unclassified,15:00,3,-87.81,41.95
"(-87.76, 41.87)",Hazard,Unclassified,15:00,3,-87.76,41.87
"(-87.75, 41.96)",Hazard,Unclassified,15:00,3,-87.75,41.96
"(-87.82, 41.99)",Hazard,Unclassified,16:00,13,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,16:00,12,-87.81,41.99
"(-87.81, 41.97)",Hazard,Unclassified,16:00,6,-87.81,41.97
"(-87.88, 41.99)",Hazard,Unclassified,16:00,5,-87.88,41.99
"(-87.82, 41.98)",Hazard,Unclassified,16:00,3,-87.82,41.98
"(-87.93, 41.98)",Hazard,Unclassified,16:00,2,-87.93,41.98
"(-87.88, 41.98)",Hazard,Unclassified,16:00,2,-87.88,41.98
"(-87.87, 41.97)",Hazard,Unclassified,16:00,2,-87.87,41.97
"(-87.84, 41.98)",Hazard,Unclassified,16:00,2,-87.84,41.98
"(-87.83, 41.94)",Hazard,Unclassified,16:00,2,-87.83,41.94
"(-87.81, 41.98)",Hazard,Unclassified,17:00,16,-87.81,41.98
"(-87.82, 41.99)",Hazard,Unclassified,17:00,15,-87.82,41.99
"(-87.79, 41.79)",Hazard,Unclassified,17:00,8,-87.79,41.79
"(-87.93, 41.98)",Hazard,Unclassified,17:00,6,-87.93,41.98
"(-87.88, 41.96)",Hazard,Unclassified,17:00,5,-87.88,41.96
"(-87.81, 41.99)",Hazard,Unclassified,17:00,5,-87.81,41.99
"(-87.88, 41.99)",Hazard,Unclassified,17:00,4,-87.88,41.99
"(-87.83, 41.97)",Hazard,Unclassified,17:00,4,-87.83,41.97
"(-87.88, 41.98)",Hazard,Unclassified,17:00,3,-87.88,41.98
"(-87.85, 41.98)",Hazard,Unclassified,17:00,2,-87.85,41.98
"(-87.82, 41.99)",Hazard,Unclassified,18:00,14,-87.82,41.99
"(-87.84, 41.98)",Hazard,Unclassified,18:00,10,-87.84,41.98
"(-87.81, 41.97)",Hazard,Unclassified,18:00,8,-87.81,41.97
"(-87.68, 41.75)",Hazard,Unclassified,18:00,6,-87.68,41.75
"(-87.81, 41.99)",Hazard,Unclassified,18:00,5,-87.81,41.99
"(-87.75, 41.99)",Hazard,Unclassified,18:00,5,-87.75,41.99
"(-87.93, 41.98)",Hazard,Unclassified,18:00,3,-87.93,41.98
"(-87.82, 41.97)",Hazard,Unclassified,18:00,3,-87.82,41.97
"(-87.68, 41.79)",Hazard,Unclassified,18:00,3,-87.68,41.79
"(-87.6, 41.72)",Hazard,Unclassified,18:00,3,-87.6,41.72
"(-87.65, 41.98)",Hazard,Unclassified,19:00,13,-87.65,41.98
"(-87.67, 41.75)",Hazard,Unclassified,19:00,12,-87.67,41.75
"(-87.82, 41.98)",Hazard,Unclassified,19:00,11,-87.82,41.98
"(-87.62, 41.86)",Hazard,Unclassified,19:00,11,-87.62,41.86
"(-87.67, 41.98)",Hazard,Unclassified,19:00,10,-87.67,41.98
"(-87.61, 41.85)",Hazard,Unclassified,19:00,9,-87.61,41.85
"(-87.81, 41.97)",Hazard,Unclassified,19:00,8,-87.81,41.97
"(-87.65, 41.75)",Hazard,Unclassified,19:00,8,-87.65,41.75
"(-87.63, 41.75)",Hazard,Unclassified,19:00,8,-87.63,41.75
"(-87.63, 41.93)",Hazard,Unclassified,19:00,8,-87.63,41.93
"(-87.82, 41.99)",Hazard,Unclassified,20:00,12,-87.82,41.99
"(-87.69, 41.99)",Hazard,Unclassified,20:00,12,-87.69,41.99
"(-87.81, 41.98)",Hazard,Unclassified,20:00,10,-87.81,41.98
"(-87.67, 41.99)",Hazard,Unclassified,20:00,8,-87.67,41.99
"(-87.81, 42.0)",Hazard,Unclassified,20:00,5,-87.81,42.0
"(-87.81, 41.99)",Hazard,Unclassified,20:00,4,-87.81,41.99
"(-87.84, 41.98)",Hazard,Unclassified,20:00,3,-87.84,41.98
"(-87.77, 42.0)",Hazard,Unclassified,20:00,3,-87.77,42.0
"(-87.67, 41.92)",Hazard,Unclassified,20:00,3,-87.67,41.92
"(-87.67, 41.98)",Hazard,Unclassified,20:00,3,-87.67,41.98
"(-87.82, 41.99)",Hazard,Unclassified,21:00,22,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,21:00,22,-87.81,41.98
"(-87.81, 41.99)",Hazard,Unclassified,21:00,12,-87.81,41.99
"(-87.81, 41.97)",Hazard,Unclassified,21:00,11,-87.81,41.97
"(-87.82, 41.98)",Hazard,Unclassified,21:00,10,-87.82,41.98
"(-87.84, 41.98)",Hazard,Unclassified,21:00,4,-87.84,41.98
"(-87.87, 41.97)",Hazard,Unclassified,21:00,3,-87.87,41.97
"(-87.84, 41.97)",Hazard,Unclassified,21:00,3,-87.84,41.97
"(-87.82, 41.97)",Hazard,Unclassified,21:00,3,-87.82,41.97
"(-87.8, 41.78)",Hazard,Unclassified,21:00,2,-87.8,41.78
"(-87.81, 41.97)",Hazard,Unclassified,22:00,10,-87.81,41.97
"(-87.82, 41.98)",Hazard,Unclassified,22:00,8,-87.82,41.98
"(-87.82, 41.99)",Hazard,Unclassified,22:00,8,-87.82,41.99
"(-87.82, 42.0)",Hazard,Unclassified,22:00,8,-87.82,42.0
"(-87.81, 41.99)",Hazard,Unclassified,22:00,7,-87.81,41.99
"(-87.84, 41.98)",Hazard,Unclassified,22:00,5,-87.84,41.98
"(-87.75, 41.96)",Hazard,Unclassified,22:00,3,-87.75,41.96
"(-87.88, 41.99)",Hazard,Unclassified,22:00,2,-87.88,41.99
"(-87.84, 41.96)",Hazard,Unclassified,22:00,2,-87.84,41.96
"(-87.83, 41.97)",Hazard,Unclassified,22:00,2,-87.83,41.97
"(-87.82, 41.99)",Hazard,Unclassified,23:00,19,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,23:00,12,-87.81,41.98
"(-87.81, 41.99)",Hazard,Unclassified,23:00,11,-87.81,41.99
"(-87.82, 41.98)",Hazard,Unclassified,23:00,8,-87.82,41.98
"(-87.81, 41.97)",Hazard,Unclassified,23:00,8,-87.81,41.97
"(-87.66, 41.9)",Hazard,Unclassified,23:00,8,-87.66,41.9
"(-87.84, 41.98)",Hazard,Unclassified,23:00,6,-87.84,41.98
"(-87.65, 41.89)",Hazard,Unclassified,23:00,5,-87.65,41.89
"(-87.82, 41.97)",Hazard,Unclassified,23:00,4,-87.82,41.97
"(-87.75, 41.87)",Hazard,Unclassified,23:00,4,-87.75,41.87
"(-87.66, 41.99)",Hazard,Weather,00:00,9,-87.66,41.99
"(-87.59, 41.66)",Hazard,Weather,00:00,8,-87.59,41.66
"(-87.67, 41.92)",Hazard,Weather,00:00,6,-87.67,41.92
"(-87.65, 41.88)",Hazard,Weather,00:00,6,-87.65,41.88
"(-87.63, 41.91)",Hazard,Weather,00:00,5,-87.63,41.91
"(-87.75, 41.98)",Hazard,Weather,00:00,4,-87.75,41.98
"(-87.74, 41.82)",Hazard,Weather,00:00,4,-87.74,41.82
"(-87.74, 41.94)",Hazard,Weather,00:00,4,-87.74,41.94
"(-87.69, 42.01)",Hazard,Weather,00:00,4,-87.69,42.01
"(-87.68, 41.98)",Hazard,Weather,00:00,4,-87.68,41.98
"(-87.72, 41.83)",Hazard,Weather,01:00,8,-87.72,41.83
"(-87.59, 41.66)",Hazard,Weather,01:00,7,-87.59,41.66
"(-87.74, 41.78)",Hazard,Weather,01:00,4,-87.74,41.78
"(-87.74, 41.82)",Hazard,Weather,01:00,4,-87.74,41.82
"(-87.67, 41.92)",Hazard,Weather,01:00,4,-87.67,41.92
"(-87.66, 42.01)",Hazard,Weather,01:00,4,-87.66,42.01
"(-87.63, 41.91)",Hazard,Weather,01:00,4,-87.63,41.91
"(-87.79, 41.98)",Hazard,Weather,01:00,3,-87.79,41.98
"(-87.74, 41.81)",Hazard,Weather,01:00,3,-87.74,41.81
"(-87.71, 41.99)",Hazard,Weather,01:00,3,-87.71,41.99
"(-87.69, 41.93)",Hazard,Weather,02:00,4,-87.69,41.93
"(-87.72, 41.83)",Hazard,Weather,02:00,3,-87.72,41.83
"(-87.69, 41.77)",Hazard,Weather,02:00,3,-87.69,41.77
"(-87.69, 41.83)",Hazard,Weather,02:00,3,-87.69,41.83
"(-87.67, 41.84)",Hazard,Weather,02:00,3,-87.67,41.84
"(-87.67, 41.91)",Hazard,Weather,02:00,3,-87.67,41.91
"(-87.64, 41.87)",Hazard,Weather,02:00,3,-87.64,41.87
"(-87.63, 41.88)",Hazard,Weather,02:00,3,-87.63,41.88
"(-87.59, 41.66)",Hazard,Weather,02:00,3,-87.59,41.66
"(-87.79, 42.0)",Hazard,Weather,02:00,2,-87.79,42.0
"(-87.59, 41.66)",Hazard,Weather,03:00,9,-87.59,41.66
"(-87.66, 41.9)",Hazard,Weather,03:00,8,-87.66,41.9
"(-87.65, 41.88)",Hazard,Weather,03:00,7,-87.65,41.88
"(-87.71, 41.94)",Hazard,Weather,03:00,6,-87.71,41.94
"(-87.64, 41.85)",Hazard,Weather,03:00,6,-87.64,41.85
"(-87.58, 41.65)",Hazard,Weather,03:00,5,-87.58,41.65
"(-87.74, 41.82)",Hazard,Weather,03:00,4,-87.74,41.82
"(-87.67, 41.88)",Hazard,Weather,03:00,4,-87.67,41.88
"(-87.72, 41.95)",Hazard,Weather,03:00,3,-87.72,41.95
"(-87.67, 41.92)",Hazard,Weather,03:00,3,-87.67,41.92
"(-87.62, 41.9)",Hazard,Weather,04:00,8,-87.62,41.9
"(-87.65, 41.89)",Hazard,Weather,04:00,7,-87.65,41.89
"(-87.66, 41.84)",Hazard,Weather,04:00,6,-87.66,41.84
"(-87.66, 41.9)",Hazard,Weather,04:00,6,-87.66,41.9
"(-87.64, 41.86)",Hazard,Weather,04:00,6,-87.64,41.86
"(-87.65, 41.85)",Hazard,Weather,04:00,5,-87.65,41.85
"(-87.64, 41.85)",Hazard,Weather,04:00,5,-87.64,41.85
"(-87.74, 41.82)",Hazard,Weather,04:00,4,-87.74,41.82
"(-87.72, 41.83)",Hazard,Weather,04:00,4,-87.72,41.83
"(-87.7, 41.83)",Hazard,Weather,04:00,4,-87.7,41.83
"(-87.72, 41.82)",Hazard,Weather,05:00,4,-87.72,41.82
"(-87.67, 41.86)",Hazard,Weather,05:00,4,-87.67,41.86
"(-87.66, 41.84)",Hazard,Weather,05:00,4,-87.66,41.84
"(-87.65, 41.85)",Hazard,Weather,05:00,4,-87.65,41.85
"(-87.65, 41.89)",Hazard,Weather,05:00,4,-87.65,41.89
"(-87.64, 41.86)",Hazard,Weather,05:00,4,-87.64,41.86
"(-87.64, 41.87)",Hazard,Weather,05:00,4,-87.64,41.87
"(-87.62, 41.89)",Hazard,Weather,05:00,4,-87.62,41.89
"(-87.59, 41.66)",Hazard,Weather,05:00,4,-87.59,41.66
"(-87.72, 41.83)",Hazard,Weather,05:00,3,-87.72,41.83
"(-87.59, 41.66)",Hazard,Weather,06:00,5,-87.59,41.66
"(-87.66, 41.84)",Hazard,Weather,06:00,4,-87.66,41.84
"(-87.74, 41.82)",Hazard,Weather,06:00,3,-87.74,41.82
"(-87.72, 41.83)",Hazard,Weather,06:00,3,-87.72,41.83
"(-87.67, 41.88)",Hazard,Weather,06:00,3,-87.67,41.88
"(-87.65, 41.85)",Hazard,Weather,06:00,3,-87.65,41.85
"(-87.64, 41.85)",Hazard,Weather,06:00,3,-87.64,41.85
"(-87.6, 41.75)",Hazard,Weather,06:00,3,-87.6,41.75
"(-87.69, 41.83)",Hazard,Weather,06:00,2,-87.69,41.83
"(-87.69, 41.88)",Hazard,Weather,06:00,2,-87.69,41.88
"(-87.59, 41.71)",Hazard,Weather,07:00,10,-87.59,41.71
"(-87.67, 41.88)",Hazard,Weather,07:00,5,-87.67,41.88
"(-87.59, 41.66)",Hazard,Weather,07:00,5,-87.59,41.66
"(-87.59, 41.7)",Hazard,Weather,07:00,5,-87.59,41.7
"(-87.74, 41.82)",Hazard,Weather,07:00,4,-87.74,41.82
"(-87.72, 41.83)",Hazard,Weather,07:00,3,-87.72,41.83
"(-87.71, 41.75)",Hazard,Weather,07:00,3,-87.71,41.75
"(-87.65, 41.87)",Hazard,Weather,07:00,3,-87.65,41.87
"(-87.58, 41.65)",Hazard,Weather,07:00,3,-87.58,41.65
"(-87.74, 41.75)",Hazard,Weather,07:00,2,-87.74,41.75
"(-87.59, 41.66)",Hazard,Weather,08:00,13,-87.59,41.66
"(-87.67, 41.88)",Hazard,Weather,08:00,4,-87.67,41.88
