binned_coordinates,updated_type,updated_subtype,hour,alert_count,binned_longitude,binned_latitude
"(-87.62, 41.9)",Hazard,Weather,21:00,7,-87.62,41.9
"(-87.68, 41.85)",Hazard,Weather,21:00,5,-87.68,41.85
"(-87.66, 41.9)",Hazard,Weather,21:00,5,-87.66,41.9
"(-87.66, 41.99)",Hazard,Weather,21:00,5,-87.66,41.99
"(-87.61, 41.89)",Hazard,Weather,22:00,8,-87.61,41.89
"(-87.65, 41.88)",Hazard,Weather,22:00,7,-87.65,41.88
"(-87.71, 41.92)",Hazard,Weather,22:00,5,-87.71,41.92
"(-87.67, 41.92)",Hazard,Weather,22:00,5,-87.67,41.92
"(-87.63, 41.78)",Hazard,Weather,22:00,5,-87.63,41.78
"(-87.62, 41.9)",Hazard,Weather,22:00,5,-87.62,41.9
"(-87.79, 41.98)",Hazard,Weather,22:00,4,-87.79,41.98
"(-87.71, 41.93)",Hazard,Weather,22:00,4,-87.71,41.93
"(-87.71, 41.99)",Hazard,Weather,22:00,4,-87.71,41.99
"(-87.7, 41.94)",Hazard,Weather,22:00,4,-87.7,41.94
"(-87.59, 41.66)",Hazard,Weather,23:00,15,-87.59,41.66
"(-87.67, 41.98)",Hazard,Weather,23:00,5,-87.67,41.98
"(-87.63, 41.89)",Hazard,Weather,23:00,5,-87.63,41.89
"(-87.7, 41.89)",Hazard,Weather,23:00,4,-87.7,41.89
"(-87.7, 41.92)",Hazard,Weather,23:00,4,-87.7,41.92
"(-87.62, 41.74)",Hazard,Weather,23:00,4,-87.62,41.74
"(-87.76, 41.78)",Hazard,Weather,23:00,3,-87.76,41.78
"(-87.74, 41.82)",Hazard,Weather,23:00,3,-87.74,41.82
"(-87.72, 41.83)",Hazard,Weather,23:00,3,-87.72,41.83
"(-87.71, 41.99)",Hazard,Weather,23:00,3,-87.71,41.99
"(-87.65, 41.89)",Jam,Heavy Traffic,00:00,265,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,00:00,248,-87.66,41.9
"(-87.65, 41.88)",Jam,Heavy Traffic,00:00,186,-87.65,41.88
"(-87.78, 41.98)",Jam,Heavy Traffic,00:00,156,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,00:00,132,-87.76,41.97
"(-87.71, 41.94)",Jam,Heavy Traffic,00:00,126,-87.71,41.94
"(-87.79, 41.98)",Jam,Heavy Traffic,00:00,117,-87.79,41.98
"(-87.66, 41.91)",Jam,Heavy Traffic,00:00,115,-87.66,41.91
"(-87.75, 41.98)",Jam,Heavy Traffic,00:00,110,-87.75,41.98
"(-87.69, 41.93)",Jam,Heavy Traffic,00:00,110,-87.69,41.93
"(-87.65, 41.89)",Jam,Heavy Traffic,01:00,215,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,01:00,176,-87.66,41.9
"(-87.65, 41.88)",Jam,Heavy Traffic,01:00,145,-87.65,41.88
"(-87.66, 41.91)",Jam,Heavy Traffic,01:00,87,-87.66,41.91
"(-87.76, 41.97)",Jam,Heavy Traffic,01:00,84,-87.76,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,01:00,75,-87.74,41.96
"(-87.68, 41.92)",Jam,Heavy Traffic,01:00,63,-87.68,41.92
"(-87.67, 41.92)",Jam,Heavy Traffic,01:00,62,-87.67,41.92
"(-87.69, 41.93)",Jam,Heavy Traffic,01:00,61,-87.69,41.93
"(-87.64, 41.87)",Jam,Heavy Traffic,01:00,58,-87.64,41.87
"(-87.66, 41.9)",Jam,Heavy Traffic,02:00,157,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,02:00,137,-87.65,41.89
"(-87.66, 41.91)",Jam,Heavy Traffic,02:00,83,-87.66,41.91
"(-87.65, 41.88)",Jam,Heavy Traffic,02:00,74,-87.65,41.88
"(-87.64, 41.86)",Jam,Heavy Traffic,02:00,66,-87.64,41.86
"(-87.67, 41.92)",Jam,Heavy Traffic,02:00,56,-87.67,41.92
"(-87.64, 41.85)",Jam,Heavy Traffic,02:00,44,-87.64,41.85
"(-87.65, 41.87)",Jam,Heavy Traffic,02:00,41,-87.65,41.87
"(-87.68, 41.92)",Jam,Heavy Traffic,02:00,40,-87.68,41.92
"(-87.76, 41.97)",Jam,Heavy Traffic,02:00,35,-87.76,41.97
"(-87.65, 41.89)",Jam,Heavy Traffic,03:00,134,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,03:00,129,-87.66,41.9
"(-87.66, 41.91)",Jam,Heavy Traffic,03:00,82,-87.66,41.91
"(-87.65, 41.88)",Jam,Heavy Traffic,03:00,79,-87.65,41.88
"(-87.65, 41.87)",Jam,Heavy Traffic,03:00,61,-87.65,41.87
"(-87.67, 41.92)",Jam,Heavy Traffic,03:00,47,-87.67,41.92
"(-87.66, 41.89)",Jam,Heavy Traffic,03:00,37,-87.66,41.89
"(-87.64, 41.86)",Jam,Heavy Traffic,03:00,35,-87.64,41.86
"(-87.64, 41.85)",Jam,Heavy Traffic,03:00,34,-87.64,41.85
"(-87.67, 41.88)",Jam,Heavy Traffic,03:00,25,-87.67,41.88
"(-87.65, 41.89)",Jam,Heavy Traffic,04:00,74,-87.65,41.89
"(-87.65, 41.88)",Jam,Heavy Traffic,04:00,68,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,04:00,62,-87.66,41.9
"(-87.65, 41.87)",Jam,Heavy Traffic,04:00,41,-87.65,41.87
"(-87.66, 41.91)",Jam,Heavy Traffic,04:00,40,-87.66,41.91
"(-87.64, 41.87)",Jam,Heavy Traffic,04:00,26,-87.64,41.87
"(-87.66, 41.89)",Jam,Heavy Traffic,04:00,21,-87.66,41.89
"(-87.67, 41.88)",Jam,Heavy Traffic,04:00,20,-87.67,41.88
"(-87.64, 41.86)",Jam,Heavy Traffic,04:00,17,-87.64,41.86
"(-87.76, 41.97)",Jam,Heavy Traffic,04:00,16,-87.76,41.97
"(-87.65, 41.88)",Jam,Heavy Traffic,05:00,33,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,05:00,25,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,05:00,22,-87.65,41.89
"(-87.65, 41.87)",Jam,Heavy Traffic,05:00,13,-87.65,41.87
"(-87.64, 41.86)",Jam,Heavy Traffic,05:00,10,-87.64,41.86
"(-87.59, 41.7)",Jam,Heavy Traffic,05:00,10,-87.59,41.7
"(-87.66, 41.91)",Jam,Heavy Traffic,05:00,9,-87.66,41.91
"(-87.82, 41.98)",Jam,Heavy Traffic,05:00,8,-87.82,41.98
"(-87.67, 41.88)",Jam,Heavy Traffic,05:00,8,-87.67,41.88
"(-87.67, 41.92)",Jam,Heavy Traffic,05:00,8,-87.67,41.92
"(-87.65, 41.89)",Jam,Heavy Traffic,06:00,18,-87.65,41.89
"(-87.65, 41.88)",Jam,Heavy Traffic,06:00,7,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,06:00,5,-87.66,41.9
"(-87.65, 41.94)",Jam,Heavy Traffic,06:00,4,-87.65,41.94
"(-87.63, 41.79)",Jam,Heavy Traffic,06:00,4,-87.63,41.79
"(-87.6, 41.71)",Jam,Heavy Traffic,06:00,4,-87.6,41.71
"(-87.59, 41.7)",Jam,Heavy Traffic,06:00,4,-87.59,41.7
"(-87.73, 41.87)",Jam,Heavy Traffic,06:00,3,-87.73,41.87
"(-87.7, 41.83)",Jam,Heavy Traffic,06:00,3,-87.7,41.83
"(-87.66, 41.91)",Jam,Heavy Traffic,06:00,3,-87.66,41.91
"(-87.65, 41.89)",Jam,Heavy Traffic,07:00,7,-87.65,41.89
"(-87.8, 41.98)",Jam,Heavy Traffic,07:00,2,-87.8,41.98
"(-87.72, 41.83)",Jam,Heavy Traffic,07:00,2,-87.72,41.83
"(-87.62, 41.73)",Jam,Heavy Traffic,07:00,2,-87.62,41.73
"(-87.6, 41.67)",Jam,Heavy Traffic,07:00,2,-87.6,41.67
"(-87.59, 41.71)",Jam,Heavy Traffic,07:00,2,-87.59,41.71
"(-87.76, 41.87)",Jam,Heavy Traffic,07:00,1,-87.76,41.87
"(-87.74, 41.82)",Jam,Heavy Traffic,07:00,1,-87.74,41.82
"(-87.7, 41.88)",Jam,Heavy Traffic,07:00,1,-87.7,41.88
"(-87.7, 41.94)",Jam,Heavy Traffic,07:00,1,-87.7,41.94
"(-87.8, 41.98)",Jam,Heavy Traffic,08:00,2,-87.8,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,08:00,2,-87.76,41.97
"(-87.71, 41.83)",Jam,Heavy Traffic,08:00,2,-87.71,41.83
"(-87.66, 41.91)",Jam,Heavy Traffic,08:00,2,-87.66,41.91
"(-87.65, 41.89)",Jam,Heavy Traffic,08:00,2,-87.65,41.89
"(-87.63, 41.84)",Jam,Heavy Traffic,08:00,2,-87.63,41.84
"(-87.62, 41.75)",Jam,Heavy Traffic,08:00,2,-87.62,41.75
"(-87.81, 41.98)",Jam,Heavy Traffic,08:00,1,-87.81,41.98
"(-87.79, 41.98)",Jam,Heavy Traffic,08:00,1,-87.79,41.98
"(-87.77, 41.87)",Jam,Heavy Traffic,08:00,1,-87.77,41.87
"(-87.82, 41.98)",Jam,Heavy Traffic,09:00,5,-87.82,41.98
"(-87.79, 41.98)",Jam,Heavy Traffic,09:00,4,-87.79,41.98
"(-87.6, 41.69)",Jam,Heavy Traffic,09:00,4,-87.6,41.69
"(-87.8, 41.98)",Jam,Heavy Traffic,09:00,3,-87.8,41.98
"(-87.74, 41.82)",Jam,Heavy Traffic,09:00,3,-87.74,41.82
"(-87.73, 41.95)",Jam,Heavy Traffic,09:00,3,-87.73,41.95
"(-87.7, 41.93)",Jam,Heavy Traffic,09:00,3,-87.7,41.93
"(-87.66, 41.9)",Jam,Heavy Traffic,09:00,3,-87.66,41.9
"(-87.74, 41.81)",Jam,Heavy Traffic,09:00,2,-87.74,41.81
"(-87.72, 41.95)",Jam,Heavy Traffic,09:00,2,-87.72,41.95
"(-87.63, 41.83)",Jam,Heavy Traffic,10:00,100,-87.63,41.83
"(-87.62, 41.73)",Jam,Heavy Traffic,10:00,82,-87.62,41.73
"(-87.59, 41.7)",Jam,Heavy Traffic,10:00,69,-87.59,41.7
"(-87.62, 41.72)",Jam,Heavy Traffic,10:00,68,-87.62,41.72
"(-87.66, 41.84)",Jam,Heavy Traffic,10:00,65,-87.66,41.84
"(-87.6, 41.71)",Jam,Heavy Traffic,10:00,59,-87.6,41.71
"(-87.63, 41.84)",Jam,Heavy Traffic,10:00,57,-87.63,41.84
"(-87.74, 41.82)",Jam,Heavy Traffic,10:00,56,-87.74,41.82
"(-87.78, 41.98)",Jam,Heavy Traffic,10:00,52,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,10:00,51,-87.76,41.97
"(-87.77, 41.87)",Jam,Heavy Traffic,11:00,144,-87.77,41.87
"(-87.76, 41.87)",Jam,Heavy Traffic,11:00,134,-87.76,41.87
"(-87.75, 41.97)",Jam,Heavy Traffic,11:00,127,-87.75,41.97
"(-87.76, 41.97)",Jam,Heavy Traffic,11:00,123,-87.76,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,11:00,122,-87.74,41.96
"(-87.78, 41.98)",Jam,Heavy Traffic,11:00,120,-87.78,41.98
"(-87.63, 41.81)",Jam,Heavy Traffic,11:00,114,-87.63,41.81
"(-87.71, 41.94)",Jam,Heavy Traffic,11:00,110,-87.71,41.94
"(-87.75, 41.98)",Jam,Heavy Traffic,11:00,109,-87.75,41.98
"(-87.63, 41.83)",Jam,Heavy Traffic,11:00,108,-87.63,41.83
"(-87.72, 41.95)",Jam,Heavy Traffic,12:00,252,-87.72,41.95
"(-87.74, 41.96)",Jam,Heavy Traffic,12:00,248,-87.74,41.96
"(-87.75, 41.97)",Jam,Heavy Traffic,12:00,236,-87.75,41.97
"(-87.71, 41.94)",Jam,Heavy Traffic,12:00,225,-87.71,41.94
"(-87.66, 41.99)",Jam,Heavy Traffic,12:00,218,-87.66,41.99
"(-87.73, 41.95)",Jam,Heavy Traffic,12:00,195,-87.73,41.95
"(-87.69, 41.93)",Jam,Heavy Traffic,12:00,182,-87.69,41.93
"(-87.76, 41.97)",Jam,Heavy Traffic,12:00,164,-87.76,41.97
"(-87.66, 41.98)",Jam,Heavy Traffic,12:00,163,-87.66,41.98
"(-87.75, 41.96)",Jam,Heavy Traffic,12:00,158,-87.75,41.96
"(-87.7, 41.93)",Jam,Heavy Traffic,13:00,292,-87.7,41.93
"(-87.71, 41.94)",Jam,Heavy Traffic,13:00,240,-87.71,41.94
"(-87.74, 41.96)",Jam,Heavy Traffic,13:00,223,-87.74,41.96
"(-87.7, 41.94)",Jam,Heavy Traffic,13:00,214,-87.7,41.94
"(-87.75, 41.97)",Jam,Heavy Traffic,13:00,212,-87.75,41.97
"(-87.7, 41.92)",Jam,Heavy Traffic,13:00,197,-87.7,41.92
"(-87.72, 41.95)",Jam,Heavy Traffic,13:00,188,-87.72,41.95
"(-87.73, 41.95)",Jam,Heavy Traffic,13:00,183,-87.73,41.95
"(-87.67, 41.92)",Jam,Heavy Traffic,13:00,166,-87.67,41.92
"(-87.76, 41.97)",Jam,Heavy Traffic,13:00,164,-87.76,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,14:00,170,-87.74,41.96
"(-87.71, 41.94)",Jam,Heavy Traffic,14:00,169,-87.71,41.94
"(-87.75, 41.97)",Jam,Heavy Traffic,14:00,149,-87.75,41.97
"(-87.73, 41.95)",Jam,Heavy Traffic,14:00,148,-87.73,41.95
"(-87.65, 41.88)",Jam,Heavy Traffic,14:00,147,-87.65,41.88
"(-87.67, 41.92)",Jam,Heavy Traffic,14:00,135,-87.67,41.92
"(-87.69, 41.93)",Jam,Heavy Traffic,14:00,134,-87.69,41.93
"(-87.65, 41.89)",Jam,Heavy Traffic,14:00,134,-87.65,41.89
"(-87.72, 41.95)",Jam,Heavy Traffic,14:00,133,-87.72,41.95
"(-87.66, 41.9)",Jam,Heavy Traffic,14:00,129,-87.66,41.9
"(-87.66, 41.9)",Jam,Heavy Traffic,15:00,194,-87.66,41.9
"(-87.71, 41.94)",Jam,Heavy Traffic,15:00,174,-87.71,41.94
"(-87.72, 41.95)",Jam,Heavy Traffic,15:00,173,-87.72,41.95
"(-87.74, 41.96)",Jam,Heavy Traffic,15:00,166,-87.74,41.96
"(-87.78, 41.98)",Jam,Heavy Traffic,15:00,160,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,15:00,158,-87.76,41.97
"(-87.65, 41.89)",Jam,Heavy Traffic,15:00,151,-87.65,41.89
"(-87.77, 41.97)",Jam,Heavy Traffic,15:00,150,-87.77,41.97
"(-87.64, 41.85)",Jam,Heavy Traffic,15:00,148,-87.64,41.85
"(-87.69, 41.93)",Jam,Heavy Traffic,15:00,144,-87.69,41.93
"(-87.65, 41.89)",Jam,Heavy Traffic,16:00,251,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,16:00,211,-87.66,41.9
"(-87.65, 41.88)",Jam,Heavy Traffic,16:00,192,-87.65,41.88
"(-87.76, 41.97)",Jam,Heavy Traffic,16:00,190,-87.76,41.97
"(-87.71, 41.94)",Jam,Heavy Traffic,16:00,185,-87.71,41.94
"(-87.78, 41.98)",Jam,Heavy Traffic,16:00,155,-87.78,41.98
"(-87.72, 41.95)",Jam,Heavy Traffic,16:00,148,-87.72,41.95
"(-87.75, 41.98)",Jam,Heavy Traffic,16:00,147,-87.75,41.98
"(-87.74, 41.96)",Jam,Heavy Traffic,16:00,145,-87.74,41.96
"(-87.77, 41.97)",Jam,Heavy Traffic,16:00,140,-87.77,41.97
"(-87.65, 41.89)",Jam,Heavy Traffic,17:00,318,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,17:00,233,-87.66,41.9
"(-87.65, 41.88)",Jam,Heavy Traffic,17:00,220,-87.65,41.88
"(-87.78, 41.98)",Jam,Heavy Traffic,17:00,216,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,17:00,190,-87.76,41.97
"(-87.77, 41.97)",Jam,Heavy Traffic,17:00,176,-87.77,41.97
"(-87.71, 41.94)",Jam,Heavy Traffic,17:00,175,-87.71,41.94
"(-87.69, 41.93)",Jam,Heavy Traffic,17:00,167,-87.69,41.93
"(-87.75, 41.97)",Jam,Heavy Traffic,17:00,160,-87.75,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,17:00,159,-87.74,41.96
"(-87.65, 41.89)",Jam,Heavy Traffic,18:00,311,-87.65,41.89
"(-87.65, 41.88)",Jam,Heavy Traffic,18:00,253,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,18:00,250,-87.66,41.9
"(-87.78, 41.98)",Jam,Heavy Traffic,18:00,206,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,18:00,201,-87.76,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,18:00,197,-87.74,41.96
"(-87.71, 41.94)",Jam,Heavy Traffic,18:00,188,-87.71,41.94
"(-87.64, 41.85)",Jam,Heavy Traffic,18:00,184,-87.64,41.85
"(-87.77, 41.97)",Jam,Heavy Traffic,18:00,166,-87.77,41.97
"(-87.69, 41.93)",Jam,Heavy Traffic,18:00,162,-87.69,41.93
"(-87.65, 41.88)",Jam,Heavy Traffic,19:00,443,-87.65,41.88
"(-87.65, 41.89)",Jam,Heavy Traffic,19:00,406,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,19:00,395,-87.66,41.9
"(-87.74, 41.96)",Jam,Heavy Traffic,19:00,262,-87.74,41.96
"(-87.66, 41.99)",Jam,Heavy Traffic,19:00,237,-87.66,41.99
"(-87.64, 41.85)",Jam,Heavy Traffic,19:00,230,-87.64,41.85
"(-87.76, 41.97)",Jam,Heavy Traffic,19:00,221,-87.76,41.97
"(-87.75, 41.98)",Jam,Heavy Traffic,19:00,193,-87.75,41.98
"(-87.71, 41.94)",Jam,Heavy Traffic,19:00,188,-87.71,41.94
"(-87.78, 41.98)",Jam,Heavy Traffic,19:00,187,-87.78,41.98
"(-87.65, 41.88)",Jam,Heavy Traffic,20:00,518,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,20:00,504,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,20:00,437,-87.65,41.89
"(-87.74, 41.96)",Jam,Heavy Traffic,20:00,308,-87.74,41.96
"(-87.64, 41.85)",Jam,Heavy Traffic,20:00,258,-87.64,41.85
"(-87.67, 41.92)",Jam,Heavy Traffic,20:00,249,-87.67,41.92
"(-87.69, 41.93)",Jam,Heavy Traffic,20:00,245,-87.69,41.93
"(-87.66, 41.91)",Jam,Heavy Traffic,20:00,224,-87.66,41.91
"(-87.71, 41.94)",Jam,Heavy Traffic,20:00,209,-87.71,41.94
"(-87.76, 41.97)",Jam,Heavy Traffic,20:00,201,-87.76,41.97
"(-87.65, 41.88)",Jam,Heavy Traffic,21:00,533,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,21:00,496,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,21:00,364,-87.65,41.89
"(-87.7, 41.93)",Jam,Heavy Traffic,21:00,361,-87.7,41.93
"(-87.67, 41.92)",Jam,Heavy Traffic,21:00,297,-87.67,41.92
"(-87.74, 41.96)",Jam,Heavy Traffic,21:00,296,-87.74,41.96
"(-87.7, 41.94)",Jam,Heavy Traffic,21:00,280,-87.7,41.94
"(-87.64, 41.85)",Jam,Heavy Traffic,21:00,272,-87.64,41.85
"(-87.69, 41.93)",Jam,Heavy Traffic,21:00,262,-87.69,41.93
"(-87.71, 41.94)",Jam,Heavy Traffic,21:00,247,-87.71,41.94
"(-87.65, 41.88)",Jam,Heavy Traffic,22:00,531,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,22:00,441,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,22:00,394,-87.65,41.89
"(-87.67, 41.92)",Jam,Heavy Traffic,22:00,279,-87.67,41.92
"(-87.75, 41.98)",Jam,Heavy Traffic,22:00,233,-87.75,41.98
"(-87.74, 41.96)",Jam,Heavy Traffic,22:00,227,-87.74,41.96
"(-87.76, 41.97)",Jam,Heavy Traffic,22:00,221,-87.76,41.97
"(-87.64, 41.85)",Jam,Heavy Traffic,22:00,214,-87.64,41.85
"(-87.69, 41.93)",Jam,Heavy Traffic,22:00,212,-87.69,41.93
"(-87.7, 41.93)",Jam,Heavy Traffic,22:00,206,-87.7,41.93
"(-87.65, 41.88)",Jam,Heavy Traffic,23:00,369,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,23:00,308,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,23:00,281,-87.65,41.89
"(-87.78, 41.98)",Jam,Heavy Traffic,23:00,216,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,23:00,208,-87.76,41.97
"(-87.67, 41.92)",Jam,Heavy Traffic,23:00,206,-87.67,41.92
"(-87.71, 41.94)",Jam,Heavy Traffic,23:00,188,-87.71,41.94
"(-87.69, 41.93)",Jam,Heavy Traffic,23:00,183,-87.69,41.93
"(-87.74, 41.96)",Jam,Heavy Traffic,23:00,182,-87.74,41.96
"(-87.81, 41.98)",Jam,Heavy Traffic,23:00,172,-87.81,41.98
"(-87.81, 41.92)",Jam,Light Traffic,16:00,1,-87.81,41.92
"(-87.62, 41.86)",Jam,Light Traffic,19:00,1,-87.62,41.86
"(-87.62, 41.88)",Jam,Light Traffic,20:00,1,-87.62,41.88
"(-87.71, 41.84)",Jam,Light Traffic,21:00,1,-87.71,41.84
"(-87.63, 41.88)",Jam,Light Traffic,21:00,1,-87.63,41.88
"(-87.69, 41.98)",Jam,Moderate Traffic,00:00,9,-87.69,41.98
"(-87.68, 41.92)",Jam,Moderate Traffic,00:00,8,-87.68,41.92
"(-87.67, 41.94)",Jam,Moderate Traffic,00:00,8,-87.67,41.94
"(-87.66, 41.9)",Jam,Moderate Traffic,00:00,8,-87.66,41.9
"(-87.75, 41.97)",Jam,Moderate Traffic,00:00,7,-87.75,41.97
"(-87.69, 41.93)",Jam,Moderate Traffic,00:00,7,-87.69,41.93
"(-87.69, 41.97)",Jam,Moderate Traffic,00:00,7,-87.69,41.97
"(-87.73, 41.82)",Jam,Moderate Traffic,00:00,6,-87.73,41.82
"(-87.71, 41.99)",Jam,Moderate Traffic,00:00,6,-87.71,41.99
"(-87.67, 41.92)",Jam,Moderate Traffic,00:00,6,-87.67,41.92
"(-87.67, 41.92)",Jam,Moderate Traffic,01:00,7,-87.67,41.92
"(-87.66, 41.9)",Jam,Moderate Traffic,01:00,6,-87.66,41.9
"(-87.74, 41.96)",Jam,Moderate Traffic,01:00,5,-87.74,41.96
"(-87.71, 41.99)",Jam,Moderate Traffic,01:00,5,-87.71,41.99
"(-87.69, 41.95)",Jam,Moderate Traffic,01:00,5,-87.69,41.95
"(-87.66, 41.84)",Jam,Moderate Traffic,01:00,5,-87.66,41.84
"(-87.66, 41.95)",Jam,Moderate Traffic,01:00,5,-87.66,41.95
"(-87.66, 41.98)",Jam,Moderate Traffic,01:00,5,-87.66,41.98
"(-87.73, 41.82)",Jam,Moderate Traffic,01:00,4,-87.73,41.82
"(-87.71, 41.95)",Jam,Moderate Traffic,01:00,4,-87.71,41.95
"(-87.65, 41.95)",Jam,Moderate Traffic,02:00,6,-87.65,41.95
"(-87.66, 41.9)",Jam,Moderate Traffic,02:00,4,-87.66,41.9
"(-87.75, 41.99)",Jam,Moderate Traffic,02:00,3,-87.75,41.99
"(-87.73, 41.98)",Jam,Moderate Traffic,02:00,3,-87.73,41.98
"(-87.65, 41.89)",Jam,Moderate Traffic,02:00,3,-87.65,41.89
"(-87.74, 41.96)",Jam,Moderate Traffic,02:00,2,-87.74,41.96
"(-87.73, 41.87)",Jam,Moderate Traffic,02:00,2,-87.73,41.87
"(-87.7, 41.88)",Jam,Moderate Traffic,02:00,2,-87.7,41.88
"(-87.67, 41.93)",Jam,Moderate Traffic,02:00,2,-87.67,41.93
"(-87.67, 41.95)",Jam,Moderate Traffic,02:00,2,-87.67,41.95
"(-87.77, 41.87)",Jam,Moderate Traffic,03:00,4,-87.77,41.87
"(-87.76, 41.87)",Jam,Moderate Traffic,03:00,2,-87.76,41.87
"(-87.67, 41.91)",Jam,Moderate Traffic,03:00,2,-87.67,41.91
"(-87.66, 41.9)",Jam,Moderate Traffic,03:00,2,-87.66,41.9
"(-87.65, 41.89)",Jam,Moderate Traffic,03:00,2,-87.65,41.89
"(-87.82, 41.98)",Jam,Moderate Traffic,03:00,1,-87.82,41.98
"(-87.81, 41.98)",Jam,Moderate Traffic,03:00,1,-87.81,41.98
"(-87.8, 41.98)",Jam,Moderate Traffic,03:00,1,-87.8,41.98
"(-87.79, 41.98)",Jam,Moderate Traffic,03:00,1,-87.79,41.98
"(-87.77, 41.95)",Jam,Moderate Traffic,03:00,1,-87.77,41.95
"(-87.65, 41.89)",Jam,Moderate Traffic,04:00,4,-87.65,41.89
"(-87.75, 41.98)",Jam,Moderate Traffic,04:00,3,-87.75,41.98
"(-87.71, 41.95)",Jam,Moderate Traffic,04:00,3,-87.71,41.95
"(-87.77, 41.98)",Jam,Moderate Traffic,04:00,2,-87.77,41.98
"(-87.76, 41.98)",Jam,Moderate Traffic,04:00,2,-87.76,41.98
"(-87.69, 41.96)",Jam,Moderate Traffic,04:00,2,-87.69,41.96
"(-87.82, 41.98)",Jam,Moderate Traffic,04:00,1,-87.82,41.98
"(-87.77, 41.87)",Jam,Moderate Traffic,04:00,1,-87.77,41.87
"(-87.74, 41.87)",Jam,Moderate Traffic,04:00,1,-87.74,41.87
"(-87.73, 41.95)",Jam,Moderate Traffic,04:00,1,-87.73,41.95
"(-87.63, 41.89)",Jam,Moderate Traffic,05:00,5,-87.63,41.89
"(-87.69, 41.99)",Jam,Moderate Traffic,05:00,2,-87.69,41.99
"(-87.69, 42.0)",Jam,Moderate Traffic,05:00,2,-87.69,42.0
"(-87.63, 41.88)",Jam,Moderate Traffic,05:00,2,-87.63,41.88
"(-87.76, 41.97)",Jam,Moderate Traffic,05:00,1,-87.76,41.97
"(-87.75, 41.98)",Jam,Moderate Traffic,05:00,1,-87.75,41.98
"(-87.69, 41.93)",Jam,Moderate Traffic,05:00,1,-87.69,41.93
"(-87.67, 41.92)",Jam,Moderate Traffic,05:00,1,-87.67,41.92
"(-87.66, 41.9)",Jam,Moderate Traffic,05:00,1,-87.66,41.9
"(-87.65, 41.88)",Jam,Moderate Traffic,05:00,1,-87.65,41.88
"(-87.73, 41.82)",Jam,Moderate Traffic,06:00,1,-87.73,41.82
"(-87.66, 41.74)",Jam,Moderate Traffic,06:00,1,-87.66,41.74
"(-87.74, 41.82)",Jam,Moderate Traffic,08:00,1,-87.74,41.82
"(-87.6, 41.71)",Jam,Moderate Traffic,09:00,1,-87.6,41.71
"(-87.63, 41.83)",Jam,Moderate Traffic,10:00,3,-87.63,41.83
"(-87.76, 41.97)",Jam,Moderate Traffic,10:00,2,-87.76,41.97
"(-87.65, 41.84)",Jam,Moderate Traffic,10:00,2,-87.65,41.84
"(-87.62, 41.73)",Jam,Moderate Traffic,10:00,2,-87.62,41.73
"(-87.75, 41.96)",Jam,Moderate Traffic,10:00,1,-87.75,41.96
"(-87.75, 41.98)",Jam,Moderate Traffic,10:00,1,-87.75,41.98
"(-87.74, 41.82)",Jam,Moderate Traffic,10:00,1,-87.74,41.82
"(-87.74, 41.96)",Jam,Moderate Traffic,10:00,1,-87.74,41.96
"(-87.72, 41.98)",Jam,Moderate Traffic,10:00,1,-87.72,41.98
"(-87.7, 41.93)",Jam,Moderate Traffic,10:00,1,-87.7,41.93
